year,month,state,T2M,QV2M,U10M,V10M,PS,SLP,PRECTOT,EVAP,SWGDN,LWGNT,CLDTOT
1995,1,Karnataka,294.5101623535156,0.009980829432606697,-2.0156404972076416,0.08645851165056229,94653.0234375,101324.4375,1.560161581437569e-05,1.959982000698801e-05,238.58749389648438,-88.93054962158203,0.4087107479572296
1995,1,Kerala,298.2488708496094,0.013401152566075325,-0.4768327474594116,-0.4968237280845642,98075.375,101200.90625,2.1505102267838083e-05,3.53057257598266e-05,243.50299072265625,-74.25917053222656,0.4983433485031128
1995,1,Madhya Pradesh,289.2175598144531,0.004786066245287657,-0.7478000521659851,-0.7914877533912659,96879.7265625,101676.21875,1.1529998118930962e-05,9.80026106844889e-06,200.5845489501953,-99.38555908203125,0.175938680768013
1995,1,Maharashtra,292.63275146484375,0.0066978903487324715,-1.3728868961334229,-0.21153652667999268,96538.890625,101486.2578125,1.8818091120920144e-05,1.3941565157438163e-05,224.2875518798828,-100.75801086425781,0.2124311625957489
1995,1,Manipur,287.0664367675781,0.004044490400701761,0.5264696478843689,-0.23587048053741455,91524.7109375,101518.8125,1.7968450265470892e-06,6.036067134118639e-06,200.79351806640625,-97.1745376586914,0.12848274409770966
1995,1,Meghalaya,286.5090637207031,0.005150287877768278,0.14208023250102997,-0.4922815263271332,94117.3828125,101588.4296875,6.628462756452791e-07,1.8203489162260666e-05,194.2930145263672,-91.38109588623047,0.1436789333820343
1995,1,Mizoram,289.40380859375,0.0038341933395713568,0.022366628050804138,-0.3679259419441223,94010.75,101484.0703125,2.650672570325696e-07,3.866866336466046e-06,210.23597717285156,-101.34696960449219,0.13534487783908844
1995,1,Nagaland,285.1282958984375,0.005024251528084278,0.1437641829252243,0.2049199789762497,90587.734375,101585.1875,1.963088607226382e-06,1.693373269517906e-05,194.2243194580078,-86.65367889404297,0.12830236554145813
1995,1,Odisha,291.2616271972656,0.008260156959295273,-0.6749083995819092,-0.5961275100708008,98302.09375,101635.65625,1.9674092982313596e-05,2.6273244657204486e-05,204.97154235839844,-83.13170623779297,0.2707294523715973
1995,1,Punjab,285.4212646484375,0.004003128036856651,0.3180435299873352,-1.3065317869186401,98811.671875,101847.1015625,1.6471271010232158e-05,7.618089057359612e-06,152.16893005371094,-85.76204681396484,0.27224674820899963
1995,1,Rajasthan,287.9496765136719,0.0037600453943014145,-0.6992499828338623,-1.0703530311584473,98544.0078125,101781.4609375,1.0711081813497003e-05,5.988649263599655e-06,189.2446746826172,-99.80380249023438,0.1336909681558609
1995,1,Sikkim,267.2700500488281,0.001814371789805591,1.6168228387832642,1.256211757659912,64649.50390625,101450.25,1.8427674149279483e-05,5.5708874242554884e-06,204.5597686767578,-105.3034896850586,0.16926705837249756
1995,1,Tamil Nadu,296.80816650390625,0.013306810520589352,-2.7441883087158203,-1.6183700561523438,98096.09375,101313.140625,2.4884810045477934e-05,2.7741878511733375e-05,242.39564514160156,-71.04241180419922,0.45439454913139343
1995,1,Tripura,291.43896484375,0.004354352131485939,0.14445342123508453,-1.1770479679107666,100519.3359375,101575.40625,5.390780799530148e-08,6.802215011703083e-06,200.32518005371094,-98.85629272460938,0.1390548199415207
1995,1,Uttar Pradesh,287.99603271484375,0.0041183000430464745,0.9435766935348511,-0.783110499382019,99900.25,101742.6328125,1.1225601156183984e-05,7.695235581195448e-06,179.35107421875,-94.84796142578125,0.17097605764865875
1995,1,Uttarakhand,274.93365478515625,0.0027204849757254124,-0.05620673671364784,0.008972994983196259,80112.3125,101958.3515625,3.919880327885039e-05,7.506291240133578e-06,164.88522338867188,-85.98497772216797,0.27777570486068726
1995,1,West Bengal,290.18115234375,0.004771713633090258,1.0349094867706299,-1.6442431211471558,99894.9921875,101651.8125,3.01994214169099e-06,1.0778370779007673e-05,195.84869384765625,-97.92483520507812,0.17157034575939178
1995,2,Andaman and Nicobar,300.69256591796875,0.017973192036151886,-4.936827659606934,-2.5593323707580566,100958.53125,101067.53125,2.4215505618485622e-05,6.34181487839669e-05,243.7220916748047,-57.89603042602539,0.7363815903663635
1995,2,Andhra Pradesh,298.1299743652344,0.010794409550726414,-1.1532073020935059,1.4322025775909424,97830.9765625,101199.7265625,9.447713864574325e-07,1.7902168110595085e-05,266.5556640625,-97.99114227294922,0.3365463316440582
1995,2,Arunachal Pradesh,280.1164245605469,0.005009843036532402,-0.11483347415924072,0.4033428728580475,81805.2734375,101402.125,3.560244294931181e-05,1.9778495698119514e-05,210.3115997314453,-80.88699340820312,0.2756224572658539
1995,2,Assam,291.46917724609375,0.00613603787496686,0.17552906274795532,-0.12272962182760239,98330.1875,101304.109375,6.2153908402251545e-06,1.775281452864874e-05,219.80068969726562,-91.80382537841797,0.15371784567832947
1995,2,Bihar,293.31207275390625,0.004568353295326233,1.7128113508224487,-0.23331141471862793,100158.1796875,101303.1171875,9.768443305802066e-06,9.938012226484716e-06,224.356201171875,-103.57539367675781,0.1410076916217804
1995,2,Chhattisgarh,294.6122131347656,0.006986943539232016,0.10261331498622894,-0.18472106754779816,96500.84375,101259.4609375,1.151844230662391e-06,2.212406980106607e-05,250.33782958984375,-99.86395263671875,0.1904107928276062
1995,2,Gujarat,296.435302734375,0.005540376994758844,0.9173343777656555,-1.581294298171997,100363.796875,101315.1015625,1.9580438959110325e-07,3.850558186968556e-06,249.66580200195312,-118.09004211425781,0.09250178188085556
1995,2,Haryana,289.86993408203125,0.004983282182365656,0.6414373517036438,-0.9133417010307312,98750.28125,101382.5546875,5.0847938837250695e-06,1.3063358892395627e-05,202.54248046875,-92.7870864868164,0.24994464218616486
1995,2,Himachal Pradesh,270.3182373046875,0.0028990970458835363,0.15950489044189453,0.5633602142333984,72498.53125,101931.484375,5.614368274109438e-05,1.008695562632056e-05,174.24266052246094,-67.28421783447266,0.5984684228897095
1995,2,Jammu and Kashmir,263.4764404296875,0.0022556588519364595,0.5103310346603394,1.1116605997085571,65834.03125,102218.2734375,4.8962156142806634e-05,7.99890676717041e-06,171.423095703125,-59.14193344116211,0.666778564453125
1995,2,Jharkhand,292.9477844238281,0.00599286612123251,1.253749132156372,-0.8301493525505066,97248.171875,101313.0078125,4.545571755443234e-06,1.9549082935554907e-05,235.66616821289062,-98.34124755859375,0.14408519864082336
1995,2,Karnataka,298.19586181640625,0.008939730934798717,-0.9442405700683594,0.1637115478515625,94491.8984375,101100.6875,3.763833262837579e-07,1.0732471309893299e-05,278.2480163574219,-109.97966766357422,0.37069904804229736
1995,2,Kerala,300.300048828125,0.013794654048979282,0.6323004961013794,-0.42555829882621765,97972.15625,101083.796875,6.041349479346536e-06,2.1380488760769367e-05,271.2300720214844,-80.63851928710938,0.5486531257629395
1995,2,Madhya Pradesh,294.126708984375,0.00438557518646121,0.47559866309165955,-0.8762878775596619,96555.0,101281.6015625,9.411266432834964e-07,5.491683168656891e-06,241.2079315185547,-112.3132553100586,0.10621004551649094
1995,2,Maharashtra,297.410888671875,0.006310851313173771,0.4069443345069885,-0.6085473895072937,96292.1796875,101167.28125,1.9955101038249268e-07,5.671627604897367e-06,261.5274963378906,-116.81951904296875,0.22790101170539856
1995,2,Manipur,289.2103576660156,0.004966351669281721,1.2000964879989624,-0.2397870421409607,91330.8046875,101300.5234375,7.491515134461224e-06,8.459446689812467e-06,229.9088134765625,-95.70279693603516,0.18097729980945587
1995,2,Meghalaya,289.60565185546875,0.00537258991971612,1.2166863679885864,0.42251619696617126,93878.4375,101331.78125,1.2045507901348174e-05,2.0245270206942223e-05,229.1673126220703,-93.86480712890625,0.16333681344985962
1995,2,Mizoram,291.86370849609375,0.0054685757495462894,0.5412985682487488,0.0731128603219986,93833.3125,101294.546875,1.3069513897789875e-06,3.7635688840964576e-06,235.81423950195312,-96.01289367675781,0.21997223794460297
1995,2,Nagaland,287.41302490234375,0.005632105283439159,0.6372303366661072,0.3382202982902527,90381.046875,101356.28125,9.301479622081388e-06,1.7888747606775723e-05,224.65185546875,-86.46400451660156,0.17357437312602997
1995,2,Odisha,295.9477233886719,0.0092795230448246,0.5211576223373413,0.3853965103626251,97976.2421875,101267.5,2.353593117732089e-06,2.3144517399487086e-05,249.04319763183594,-94.6148452758789,0.22459951043128967
1995,2,Punjab,288.7247009277344,0.00517398351803422,0.0017556468956172466,-0.6091965436935425,98416.90625,101414.6953125,7.711009857302997e-06,1.3999358998262323e-05,178.5435333251953,-83.88005828857422,0.4013594686985016
1995,2,Rajasthan,292.4297790527344,0.0040684230625629425,0.6433617472648621,-0.6403563618659973,98160.390625,101355.421875,4.1926401195269136e-07,5.387023975345073e-06,227.39979553222656,-107.33238983154297,0.14599460363388062
1995,2,Sikkim,268.82098388671875,0.002119608921930194,1.953902244567871,1.3704785108566284,64575.11328125,101336.34375,2.3958442397997715e-05,6.533173291245475e-06,239.61106872558594,-105.23270416259766,0.20195122063159943
1995,2,Tamil Nadu,299.4039001464844,0.012556362897157669,-2.4112281799316406,-0.2613954246044159,97959.6796875,101158.84375,4.4345460992190056e-06,1.5545270798611455e-05,277.98577880859375,-90.36827087402344,0.5315001010894775
1995,2,Tripura,295.1647033691406,0.006549677345901728,0.5851477980613708,0.36782971024513245,100245.3125,101292.71875,1.7950251276488416e-06,6.176053375384072e-06,226.4136962890625,-95.6728286743164,0.1990233212709427
1995,2,Uttar Pradesh,292.5125427246094,0.004483228083699942,1.039570927619934,-0.8241521716117859,99509.09375,101324.71875,3.4989720916200895e-06,8.957674253906589e-06,218.57659912109375,-102.09697723388672,0.165058434009552
1995,2,Uttarakhand,278.24658203125,0.003537505166605115,0.36019498109817505,0.4081752896308899,79956.3828125,101623.515625,4.139827797189355e-05,1.1359828931745142e-05,198.80615234375,-86.15203094482422,0.3973718583583832
1995,2,West Bengal,294.4976501464844,0.006159982178360224,1.3078089952468872,-0.35014593601226807,99541.40625,101285.1875,5.230191618466051e-06,1.0535582987358794e-05,231.9188995361328,-102.76321411132812,0.1538316160440445
1995,3,Andaman and Nicobar,300.931640625,0.0182633176445961,-2.24345326423645,-1.2490711212158203,100876.6328125,100985.140625,3.38619647664018e-05,4.007898678537458e-05,239.69358825683594,-56.031620025634766,0.6571345329284668
1995,3,Andhra Pradesh,302.3537292480469,0.011194225400686264,-1.2818706035614014,2.077760696411133,97654.703125,100987.6875,2.8436841148504755e-06,1.0641365406627301e-05,286.535888671875,-103.78313446044922,0.40693795680999756
1995,3,Arunachal Pradesh,284.2430725097656,0.005761776119470596,-0.041937559843063354,0.46210870146751404,81801.0234375,101080.4375,2.1572166588157415e-05,2.6505162168177776e-05,265.2228088378906,-87.7471694946289,0.25580933690071106
1995,3,Assam,296.67266845703125,0.006524867843836546,0.646912693977356,0.05353708937764168,98065.3515625,100990.0859375,2.9813000423928315e-07,1.795107345969882e-05,266.75946044921875,-101.65032958984375,0.2030036598443985
1995,3,Bihar,299.1506652832031,0.005129618104547262,3.2444238662719727,-0.635789155960083,99876.03125,101000.2578125,2.7945447982347105e-06,6.51684194963309e-06,264.440673828125,-113.11884307861328,0.2529360353946686
1995,3,Chhattisgarh,299.5931396484375,0.009139901958405972,0.3266051411628723,-0.6645699739456177,96345.2265625,101040.6953125,9.739935194374993e-06,2.01659495360218e-05,259.46875,-93.34136962890625,0.4043510854244232
1995,3,Gujarat,299.36138916015625,0.006598108913749456,1.6844402551651,-1.4740475416183472,100212.703125,101155.421875,2.0855920013218565e-07,3.8553735066670924e-06,279.2605285644531,-120.71295166015625,0.23478519916534424
1995,3,Haryana,294.5515441894531,0.0053571187891066074,1.244791030883789,-1.817990779876709,98618.7265625,101219.84375,1.3575189541370491e-06,1.262407658941811e-05,244.9001007080078,-103.73201751708984,0.3779617249965668
1995,3,Himachal Pradesh,274.2286682128906,0.003727320581674576,0.5058209896087646,0.6502492427825928,72650.84375,101850.8984375,4.706517211161554e-05,1.551557579659857e-05,235.49310302734375,-78.28353881835938,0.5436741709709167
1995,3,Jammu and Kashmir,267.31719970703125,0.0029765344224870205,0.7666140794754028,1.2781977653503418,66050.828125,102131.671875,4.3897096475120634e-05,1.320992669207044e-05,228.54568481445312,-70.49559020996094,0.6011563539505005
1995,3,Jharkhand,297.9106750488281,0.007170966826379299,2.2043116092681885,-1.248416543006897,97065.296875,101069.671875,7.290050689334748e-06,1.83812062459765e-05,260.1444396972656,-99.79798889160156,0.32115796208381653
1995,3,Karnataka,301.2548828125,0.009199965745210648,-0.6155635714530945,0.8770425319671631,94376.1015625,100937.4296875,1.030460680340184e-06,7.380856914096512e-06,295.8133239746094,-111.76367950439453,0.41513940691947937
1995,3,Kerala,301.0416564941406,0.014017635025084019,0.982890248298645,-0.4122508764266968,97890.0703125,100990.15625,1.6891304767341353e-05,2.3617205442860723e-05,281.35845947265625,-82.3067626953125,0.4853067994117737
1995,3,Madhya Pradesh,298.2206115722656,0.006631286349147558,0.848423421382904,-0.7212521433830261,96412.4140625,101080.4375,4.922528660245007e-06,1.365397110930644e-05,266.8104553222656,-106.7604751586914,0.26416921615600586
1995,3,Maharashtra,301.4083557128906,0.007960453629493713,0.513678789138794,-0.6296529173851013,96146.3671875,100973.8359375,5.560099452850409e-06,7.095544788171537e-06,278.97576904296875,-113.2184829711914,0.3507128655910492
1995,3,Manipur,294.0703125,0.00555148022249341,1.7527519464492798,-0.33185502886772156,91204.40625,101017.15625,6.10328470429522e-07,7.012030891928589e-06,278.2904968261719,-103.60254669189453,0.26090535521507263
1995,3,Meghalaya,294.6573181152344,0.00588008388876915,1.974173903465271,0.6303043961524963,93703.3515625,101045.8828125,8.371877697754826e-07,2.0698180378531106e-05,274.2342834472656,-101.6211166381836,0.2258175164461136
1995,3,Mizoram,296.690673828125,0.006326502654701471,0.7758702039718628,-0.13046710193157196,93685.3203125,101040.8046875,4.5131199044590176e-07,3.6023545817442937e-06,276.38970947265625,-100.40303802490234,0.32095128297805786
1995,3,Nagaland,292.11053466796875,0.00616560410708189,0.98828125,0.22364702820777893,90260.6171875,101064.359375,1.0417244311611285e-06,1.8305148842046037e-05,274.54290771484375,-93.62225341796875,0.23546354472637177
1995,3,Odisha,300.6930236816406,0.010998743586242199,0.4903341233730316,0.17179225385189056,97790.7578125,101037.2421875,2.812312459354871e-06,2.2191334210219793e-05,269.0274658203125,-93.41509246826172,0.4131982922554016
1995,3,Punjab,293.0386657714844,0.0060516465455293655,0.7511119246482849,-1.3969568014144897,98299.8203125,101261.765625,4.63989317722735e-06,2.0087136363144964e-05,235.0915985107422,-95.09475708007812,0.3748728334903717
1995,3,Rajasthan,296.392333984375,0.004435620736330748,0.15811283886432648,-0.9944337606430054,98033.578125,101195.171875,4.606199297541025e-07,4.683046427089721e-06,257.73504638671875,-112.89636993408203,0.3460242748260498
1995,3,Sikkim,273.5016174316406,0.002651226706802845,2.137984037399292,1.703940987586975,64814.69921875,101073.8671875,1.3837267033522949e-05,7.674118023714982e-06,295.8277893066406,-114.97241973876953,0.25584468245506287
1995,3,Tamil Nadu,301.3515319824219,0.012381290085613728,-2.3069162368774414,0.1270965039730072,97837.0390625,101020.4296875,1.2501575838541612e-05,1.0348692740080878e-05,284.2850341796875,-97.03988647460938,0.5164188742637634
1995,3,Tripura,300.2403259277344,0.007643872871994972,0.8982953429222107,0.17779113352298737,99987.5390625,101016.3515625,1.6482102864756598e-06,7.614911282871617e-06,268.1228332519531,-100.56365966796875,0.30462267994880676
1995,3,Uttar Pradesh,297.9200744628906,0.005036502610892057,2.2361931800842285,-1.3126052618026733,99302.71875,101091.5234375,2.375642907281872e-06,6.046978342055809e-06,255.5380401611328,-110.41644287109375,0.32489195466041565
1995,3,Uttarakhand,282.5683288574219,0.004131725523620844,0.8166784644126892,0.4003491699695587,80019.0859375,101484.5078125,1.8944419934996404e-05,1.3737451808992773e-05,250.95693969726562,-96.89457702636719,0.4320807456970215
1995,3,West Bengal,299.60980224609375,0.007132464088499546,2.1585652828216553,-0.6310446858406067,99287.8828125,101005.1015625,7.622618909408629e-07,1.1326848834869452e-05,268.504150390625,-108.50931549072266,0.2929869592189789
1995,4,Andaman and Nicobar,301.74462890625,0.018737155944108963,-1.381493091583252,-0.4377715587615967,100766.8359375,100874.96875,9.42266415222548e-05,3.735398058779538e-05,212.00888061523438,-56.75090408325195,0.7268128395080566
1995,4,Andhra Pradesh,305.15594482421875,0.011813728138804436,-0.8890309929847717,2.5337350368499756,97421.0390625,100722.6171875,1.3310713029568433e-06,8.248293852375355e-06,291.24346923828125,-106.14183044433594,0.4315975606441498
1995,4,Arunachal Pradesh,287.3730163574219,0.0074620358645915985,-0.047027837485075,0.6328427195549011,81770.7421875,100923.2890625,5.226766734267585e-05,3.232280141673982e-05,285.2618103027344,-82.5009536743164,0.29449185729026794
1995,4,Assam,300.59344482421875,0.010000207461416721,0.4289848804473877,0.13930673897266388,97810.171875,100695.0859375,4.509275186137529e-06,3.1202929676510394e-05,296.670166015625,-93.07124328613281,0.19567187130451202
1995,4,Bihar,305.09332275390625,0.004434795584529638,2.0702390670776367,-0.6720219254493713,99453.8046875,100555.9453125,3.3762617701604825e-10,2.8907873002026463e-06,308.0650634765625,-133.52027893066406,0.20641271770000458
1995,4,Chhattisgarh,305.1092834472656,0.007627852261066437,1.368833065032959,-0.15304094552993774,96012.015625,100629.3671875,2.075123575195903e-07,1.1104949408036191e-05,300.1075134277344,-116.94475555419922,0.2506084144115448
1995,4,Gujarat,303.43682861328125,0.00826218817383051,2.6314857006073,-0.9263163805007935,99929.03125,100857.828125,5.586738325291662e-07,3.0574892662116326e-06,294.2740478515625,-124.21882629394531,0.31033286452293396
1995,4,Haryana,301.2215881347656,0.005777615588158369,1.4515018463134766,-1.7274565696716309,98191.3359375,100734.6171875,1.0704120922966354e-10,8.543579497199971e-06,282.08074951171875,-114.18814086914062,0.4280878007411957
1995,4,Himachal Pradesh,279.552001953125,0.004572463221848011,1.02687406539917,0.5686702728271484,72692.7578125,101417.1953125,2.5876266590785235e-05,1.8760745660983957e-05,278.809326171875,-92.66315460205078,0.5553176403045654
1995,4,Jammu and Kashmir,272.9285888671875,0.003982014022767544,1.3968992233276367,1.300666093826294,66191.765625,101664.8671875,3.3486834581708536e-05,1.8695471226237714e-05,272.21331787109375,-84.67997741699219,0.5861697793006897
1995,4,Jharkhand,304.396484375,0.005467191804200411,1.6226509809494019,-1.3427600860595703,96675.640625,100601.7578125,3.497082090575532e-08,7.837984412617516e-06,307.9916687011719,-128.05393981933594,0.21041882038116455
1995,4,Karnataka,303.1015930175781,0.01121941301971674,-0.34336334466934204,0.712517261505127,94209.1015625,100726.6484375,5.5640139180468395e-06,1.0115265467902645e-05,281.4473571777344,-99.18336486816406,0.5313450694084167
1995,4,Kerala,301.27874755859375,0.016914723441004753,1.3667690753936768,-0.042437512427568436,97759.9375,100845.390625,5.58734500373248e-05,2.4147771910065785e-05,222.47747802734375,-57.83493423461914,0.6607815027236938
1995,4,Madhya Pradesh,303.8210754394531,0.005217481404542923,1.8683427572250366,-1.1269391775131226,96094.9921875,100680.2109375,8.170228937842694e-08,4.547635398921557e-06,296.1263122558594,-127.6517562866211,0.30978357791900635
1995,4,Maharashtra,304.7418518066406,0.007589591201394796,1.0991361141204834,-0.7780147790908813,95924.21875,100701.671875,1.381825427415606e-06,5.04740228279843e-06,291.1292724609375,-122.58712005615234,0.30435729026794434
1995,4,Manipur,297.5298767089844,0.009601266123354435,1.7328486442565918,-0.13448651134967804,91069.9609375,100795.15625,1.438849085388938e-05,1.6975340258795768e-05,286.8049621582031,-87.49166870117188,0.2609807550907135
1995,4,Meghalaya,298.2651672363281,0.00997043214738369,1.0849708318710327,1.4344009160995483,93500.7734375,100756.7890625,5.46768978892942e-06,3.3243773941649124e-05,303.69110107421875,-93.47005462646484,0.21871519088745117
1995,4,Mizoram,299.0991516113281,0.010959826409816742,0.6518202424049377,0.5444294214248657,93527.640625,100810.640625,1.461893930354563e-06,1.8008466213359497e-05,272.3116149902344,-82.37461853027344,0.2788000702857971
1995,4,Nagaland,295.99627685546875,0.009220086969435215,1.1330697536468506,0.3256103992462158,90127.796875,100835.421875,1.4356922292790841e-05,2.3980648620636202e-05,295.4861755371094,-84.96138000488281,0.2556067109107971
1995,4,Odisha,305.4355773925781,0.010805285535752773,1.2187644243240356,1.1425235271453857,97440.0234375,100634.296875,1.3743375575359096e-06,1.1561202882148791e-05,289.7196044921875,-109.02605438232422,0.256503701210022
1995,4,Punjab,299.50439453125,0.006718046963214874,0.6451767683029175,-1.5586960315704346,97894.984375,100795.828125,5.681918224809124e-08,1.746988891682122e-05,272.4481201171875,-104.67646789550781,0.46136972308158875
1995,4,Rajasthan,302.2690734863281,0.005516122095286846,1.7503468990325928,-0.515230655670166,97673.171875,100769.09375,9.164553915752549e-08,2.969169372590841e-06,289.28057861328125,-121.8375015258789,0.39086171984672546
1995,4,Sikkim,276.1490783691406,0.003294543130323291,2.0607752799987793,1.8638423681259155,64929.94921875,101029.7890625,1.2087915820302442e-05,8.694722964719404e-06,338.0550231933594,-120.11703491210938,0.2476295381784439
1995,4,Tamil Nadu,303.0907287597656,0.01486724242568016,-1.4502534866333008,1.3792645931243896,97656.1796875,100819.6171875,2.0198118363623507e-05,1.1994448868790641e-05,258.8210144042969,-82.66126251220703,0.6226240396499634
1995,4,Tripura,302.6016845703125,0.01411117147654295,0.185071662068367,1.9229482412338257,99726.1015625,100739.1328125,5.4500947044289205e-06,3.262192694819532e-05,277.28179931640625,-76.12127685546875,0.22707748413085938
1995,4,Uttar Pradesh,304.4344482421875,0.00462635513395071,2.559083938598633,-1.490230917930603,98852.9921875,100602.6953125,4.904741501832177e-08,2.3606824015587335e-06,296.9016418457031,-127.37696838378906,0.3153479993343353
1995,4,Uttarakhand,288.1222839355469,0.00447353720664978,1.5200529098510742,0.41333121061325073,79923.6640625,101070.1328125,1.5761617760290392e-05,1.0225024198007304e-05,296.1157531738281,-111.06013488769531,0.4587748348712921
1995,4,West Bengal,304.80328369140625,0.008695942349731922,1.1951943635940552,0.7732470631599426,98908.5234375,100606.3828125,8.807512017483532e-07,7.5946022661810275e-06,302.26519775390625,-121.1737289428711,0.18700532615184784
1995,5,Andaman and Nicobar,301.31256103515625,0.01938890479505062,2.76735258102417,2.323179006576538,100740.28125,100848.4453125,8.958919352153316e-05,4.398209784994833e-05,174.73312377929688,-47.44587707519531,0.8336650729179382
1995,5,Andhra Pradesh,303.3771057128906,0.015096561051905155,0.896159827709198,0.69364333152771,97058.6171875,100349.0234375,6.530057726195082e-05,2.899325409089215e-05,245.2480010986328,-70.9950942993164,0.725896954536438
1995,5,Arunachal Pradesh,291.3163146972656,0.011971771717071533,-0.08962730318307877,0.9100671410560608,81593.6796875,100272.7734375,0.00016101000073831528,4.3151783756911755e-05,270.2568664550781,-60.16037368774414,0.526531457901001
1995,5,Assam,302.7057800292969,0.01583446003496647,0.37510356307029724,0.5256198644638062,97451.53125,100298.6171875,6.218870112206787e-05,4.5799813960911706e-05,276.9550476074219,-61.482181549072266,0.4782463610172272
1995,5,Bihar,308.7514953613281,0.008756808005273342,0.12384641915559769,0.17508596181869507,98993.484375,100081.9921875,3.5338512134330813e-06,3.6753335734829307e-06,309.9914245605469,-119.36672973632812,0.40384483337402344
1995,5,Chhattisgarh,304.896728515625,0.01191771775484085,0.724972665309906,0.1966732144355774,95605.1875,100193.8671875,4.9997412133961916e-05,1.9665434592752717e-05,263.4630432128906,-87.58582305908203,0.650617241859436
1995,5,Gujarat,306.8114013671875,0.01104847900569439,4.135952949523926,0.48686671257019043,99465.9296875,100381.8515625,5.409139589573897e-07,3.0832429729343858e-06,315.80157470703125,-121.17778015136719,0.26851725578308105
1995,5,Haryana,308.3675842285156,0.005265810992568731,2.403592824935913,-1.0983799695968628,97599.7265625,100081.4140625,9.826917057864648e-11,1.4331731108541135e-06,330.5828552246094,-139.1818389892578,0.0935654416680336
1995,5,Himachal Pradesh,286.49737548828125,0.00504310755059123,1.538366436958313,0.3184475302696228,72627.1484375,100650.5703125,1.3669541658600792e-05,1.5761803297209553e-05,347.02569580078125,-120.49708557128906,0.1914701610803604
1995,5,Jammu and Kashmir,280.3653564453125,0.004702473524957895,1.508860468864441,0.7008163928985596,66287.4140625,100913.2109375,1.075739783118479e-05,2.187521749874577e-05,345.6073913574219,-117.95772552490234,0.22644342482089996
1995,5,Jharkhand,305.8257141113281,0.010742072947323322,0.29010969400405884,-0.11408219486474991,96250.0,100139.1953125,4.063915548613295e-05,1.236291882378282e-05,272.678955078125,-98.48838806152344,0.5875420570373535
1995,5,Karnataka,300.9453430175781,0.014476091600954533,2.3234057426452637,-0.16992703080177307,93995.0,100503.8359375,2.5816210836637765e-05,2.6660669391276315e-05,256.29022216796875,-71.4582290649414,0.718903124332428
1995,5,Kerala,299.3820495605469,0.01832416094839573,2.6201295852661133,-0.6114495396614075,97622.1484375,100705.5625,0.00014467236178461462,4.7361165343318135e-05,198.5162353515625,-41.691200256347656,0.7758631706237793
1995,5,Madhya Pradesh,307.6148376464844,0.007499425206333399,1.8441839218139648,-0.8154897689819336,95640.6015625,100170.0,3.128496928184177e-07,3.423380121603259e-06,317.12890625,-127.82943725585938,0.3759686052799225
